value,occurrence_count,recipe_support,recipe_prevalence,occurrences_per_supporting_recipe,examples
purple cabbage or lettuce,1,1,1.827e-05,1.0,purple cabbage or lettuce
additional limes,1,1,1.827e-05,1.0,additional limes
redpack tomatoes in thick puree,1,1,1.827e-05,1.0,redpack tomatoes in thick puree
thin cut chicken parmesan breasts,1,1,1.827e-05,1.0,thin cut chicken parmesan breasts
redpack tomatoes with basil,1,1,1.827e-05,1.0,redpack tomatoes with basil
oz cans or 2 25 oz cans hominy,1,1,1.827e-05,1.0,oz cans or 2 25 oz cans hominy
simple roasted leg of lamb,1,1,1.827e-05,1.0,simple roasted leg of lamb
sheet piecrust,1,1,1.827e-05,1.0,sheet piecrust
thick prosciutto or ham,1,1,1.827e-05,1.0,thick prosciutto or ham
canned roasted red peppers,1,1,1.827e-05,1.0,canned roasted red peppers
loaf crusty,1,1,1.827e-05,1.0,loaf crusty
loosely microgreens or arugula,1,1,1.827e-05,1.0,loosely microgreens or arugula
to large tomatoes,1,1,1.827e-05,1.0,to large tomatoes
plum tomatoes cored,1,1,1.827e-05,1.0,plum tomatoes cored
chicken or turkey cutlets,1,1,1.827e-05,1.0,chicken or turkey cutlets
nasoya chipotle flavored marinated baked tofu,1,1,1.827e-05,1.0,nasoya chipotle flavored marinated baked tofu
or dry tagliatelle,1,1,1.827e-05,1.0,or dry tagliatelle
a few knobs of butter,1,1,1.827e-05,1.0,a few knobs of butter
oz can whole san marzano tomatoes,1,1,1.827e-05,1.0,oz can whole san marzano tomatoes
el pato enchilada sauce or,1,1,1.827e-05,1.0,el pato enchilada sauce or
orange sauce,1,1,1.827e-05,1.0,orange sauce
tangy red cabbage,1,1,1.827e-05,1.0,tangy red cabbage
crusty white rolls,1,1,1.827e-05,1.0,crusty white rolls
tbs mustard seeds,1,1,1.827e-05,1.0,tbs mustard seeds
pigeon pea,1,1,1.827e-05,1.0,pigeon pea
container yogurt,1,1,1.827e-05,1.0,container yogurt
julienne celery,1,1,1.827e-05,1.0,julienne celery
thick cut bacon or pancetta,1,1,1.827e-05,1.0,thick cut bacon or pancetta
fusilli or other short pasta,1,1,1.827e-05,1.0,fusilli or other short pasta
loosely mint or parsley leaves,1,1,1.827e-05,1.0,loosely mint or parsley leaves
roasted butternut squash,1,1,1.827e-05,1.0,roasted butternut squash
thinly canned bamboo shoots,1,1,1.827e-05,1.0,thinly canned bamboo shoots
shaved light palm sugar or light brown sugar,1,1,1.827e-05,1.0,shaved light palm sugar or light brown sugar
or 5 small heads baby bok choy,1,1,1.827e-05,1.0,or 5 small heads baby bok choy
your choice of red onion,1,1,1.827e-05,1.0,your choice of red onion
cajun coleslaw,1,1,1.827e-05,1.0,cajun coleslaw
cold light beer,1,1,1.827e-05,1.0,cold light beer
cans of tomatoes,1,1,1.827e-05,1.0,cans of tomatoes
canned artichoke heart quarters,1,1,1.827e-05,1.0,canned artichoke heart quarters
back bacon,1,1,1.827e-05,1.0,back bacon
crusty rolls or gluten free buns,1,1,1.827e-05,1.0,crusty rolls or gluten free buns
mustard bbq sauce,1,1,1.827e-05,1.0,mustard bbq sauce
godiva chocolate liqueur,1,1,1.827e-05,1.0,godiva chocolate liqueur
delallo gnocchi,1,1,1.827e-05,1.0,delallo gnocchi
delallo pesto,1,1,1.827e-05,1.0,delallo pesto
hot or sweet italian turkey sausage,1,1,1.827e-05,1.0,hot or sweet italian turkey sausage
plus 1 teaspoon sesame oil,1,1,1.827e-05,1.0,plus 1 teaspoon sesame oil
plus 1 teaspoon peanut oil,1,1,1.827e-05,1.0,plus 1 teaspoon peanut oil
gluten free dijon mustard,1,1,1.827e-05,1.0,gluten free dijon mustard
gluten free olive oil spray,1,1,1.827e-05,1.0,gluten free olive oil spray
cascabel chilies,1,1,1.827e-05,1.0,cascabel chilies
rock fish filets,1,1,1.827e-05,1.0,rock fish filets
pint cinnamon or vanilla ice cream,1,1,1.827e-05,1.0,pint cinnamon or vanilla ice cream
old fashioned or quick cooking oats,1,1,1.827e-05,1.0,old fashioned or quick cooking oats
blueberries or 2 bags blueberries,1,1,1.827e-05,1.0,blueberries or 2 bags blueberries
italian rice,1,1,1.827e-05,1.0,italian rice
delallo cannellini beans,1,1,1.827e-05,1.0,delallo cannellini beans
raspberry dressing,1,1,1.827e-05,1.0,raspberry dressing
juice of 1 lemon plus 2 teaspoons lemon peel,1,1,1.827e-05,1.0,juice of 1 lemon plus 2 teaspoons lemon peel
mint plus 2 tablespoons whole small mint leaves,1,1,1.827e-05,1.0,mint plus 2 tablespoons whole small mint leaves
bourbon or blended whiskey,1,1,1.827e-05,1.0,bourbon or blended whiskey
soft black plantain,1,1,1.827e-05,1.0,soft black plantain
chocolate cake,1,1,1.827e-05,1.0,chocolate cake
sockeye salmon fillets,1,1,1.827e-05,1.0,sockeye salmon fillets
american paddlefish caviar,1,1,1.827e-05,1.0,american paddlefish caviar
box of regular lasagna noodles,1,1,1.827e-05,1.0,box of regular lasagna noodles
baby birnen oder 4 birnenhalften 2 el birnensaft,1,1,1.827e-05,1.0,baby birnen oder 4 birnenhalften 2 el birnensaft
kalte butter margarine,1,1,1.827e-05,1.0,kalte butter margarine
fett und paniermehl fur die formchen,1,1,1.827e-05,1.0,fett und paniermehl fur die formchen
evtl 1 2 tl gem kummel,1,1,1.827e-05,1.0,evtl 1 2 tl gem kummel
live oysters in shell,1,1,1.827e-05,1.0,live oysters in shell
clear vanilla,1,1,1.827e-05,1.0,clear vanilla
colored eggland s best eggs,1,1,1.827e-05,1.0,colored eggland s best eggs
eggland s best eggs plus 1 egg yolk,1,1,1.827e-05,1.0,eggland s best eggs plus 1 egg yolk
blck peppercorns,1,1,1.827e-05,1.0,blck peppercorns
gold onion very,1,1,1.827e-05,1.0,gold onion very
mixed raw nuts,1,1,1.827e-05,1.0,mixed raw nuts
box betty crockertm super moisttm french vanilla cake mix,1,1,1.827e-05,1.0,box betty crockertm super moisttm french vanilla cake mix
ground or cracked black pepper,1,1,1.827e-05,1.0,ground or cracked black pepper
green peppercorn or dijon mustard,1,1,1.827e-05,1.0,green peppercorn or dijon mustard
sicilian chicken sausage links,1,1,1.827e-05,1.0,sicilian chicken sausage links
ounce can of tomato sauce,1,1,1.827e-05,1.0,ounce can of tomato sauce
ground venison or ground beef,1,1,1.827e-05,1.0,ground venison or ground beef
ground pork or wild boar,1,1,1.827e-05,1.0,ground pork or wild boar
six ounce can water solid white tuna,1,1,1.827e-05,1.0,six ounce can water solid white tuna
nicoise or other olives,1,1,1.827e-05,1.0,nicoise or other olives
solid pumpkin,1,1,1.827e-05,1.0,solid pumpkin
garlic salt and freshly ground black pepper,1,1,1.827e-05,1.0,garlic salt and freshly ground black pepper
thin slices roast pork,1,1,1.827e-05,1.0,thin slices roast pork
roasted fennel,1,1,1.827e-05,1.0,roasted fennel
thick slices stale crusty bread,1,1,1.827e-05,1.0,thick slices stale crusty bread
meadow gold sour cream,1,1,1.827e-05,1.0,meadow gold sour cream
season with salt and pepper,1,1,1.827e-05,1.0,season with salt and pepper
duck egg,1,1,1.827e-05,1.0,duck egg
cherry tomatoes or regular tomatoes,1,1,1.827e-05,1.0,cherry tomatoes or regular tomatoes
college inn light and fat free chicken broth,1,1,1.827e-05,1.0,college inn light and fat free chicken broth
safflower or grapeseed oil,1,1,1.827e-05,1.0,safflower or grapeseed oil
flax seed,1,1,1.827e-05,1.0,flax seed
33 less sodium deli ham,1,1,1.827e-05,1.0,33 less sodium deli ham
sweetened hot cherry peppers,1,1,1.827e-05,1.0,sweetened hot cherry peppers
bone suckin habanero,1,1,1.827e-05,1.0,bone suckin habanero
jar bone suckin salsa,1,1,1.827e-05,1.0,jar bone suckin salsa
lemon rosemary grilled shrimp,1,1,1.827e-05,1.0,lemon rosemary grilled shrimp
freshly basil leaves,1,1,1.827e-05,1.0,freshly basil leaves
lemon lime olive oil dressing,1,1,1.827e-05,1.0,lemon lime olive oil dressing
in cubes day old rustic white bread,1,1,1.827e-05,1.0,in cubes day old rustic white bread
mixed baby red romaine and baby green romaine lettuce leaves,1,1,1.827e-05,1.0,mixed baby red romaine and baby green romaine lettuce leaves
whole wheat orecchiette,1,1,1.827e-05,1.0,whole wheat orecchiette
orange marmalade sauce,1,1,1.827e-05,1.0,orange marmalade sauce
or 9 ounces fettuccine,1,1,1.827e-05,1.0,or 9 ounces fettuccine
ripe but firm bosc pears,1,1,1.827e-05,1.0,ripe but firm bosc pears
coconut nectar,1,1,1.827e-05,1.0,coconut nectar
thinly rome apple,1,1,1.827e-05,1.0,thinly rome apple
plus 1 tablespoon instant polenta,1,1,1.827e-05,1.0,plus 1 tablespoon instant polenta
plus 3 tablespoons milk,1,1,1.827e-05,1.0,plus 3 tablespoons milk
containers reduced sodium,1,1,1.827e-05,1.0,containers reduced sodium
smoked turkey legs or wings,1,1,1.827e-05,1.0,smoked turkey legs or wings
dill plus 2 tablespoons dill,1,1,1.827e-05,1.0,dill plus 2 tablespoons dill
to six ounce cod fillets,1,1,1.827e-05,1.0,to six ounce cod fillets
asparagus tops,1,1,1.827e-05,1.0,asparagus tops
lawrys garlic salt with parsley,1,1,1.827e-05,1.0,lawrys garlic salt with parsley
ghirardelli dark chocolate,1,1,1.827e-05,1.0,ghirardelli dark chocolate
honey balsamic walnuts,1,1,1.827e-05,1.0,honey balsamic walnuts
cracked peppercorns,1,1,1.827e-05,1.0,cracked peppercorns
escarole or frisee,1,1,1.827e-05,1.0,escarole or frisee
whole potatoes,1,1,1.827e-05,1.0,whole potatoes
leaf sage,1,1,1.827e-05,1.0,leaf sage
romaine lettuce leaves from the heart,1,1,1.827e-05,1.0,romaine lettuce leaves from the heart
red butterhead lettuce,1,1,1.827e-05,1.0,red butterhead lettuce
or 4 small tangerines,1,1,1.827e-05,1.0,or 4 small tangerines
semi pearled dry farrow,1,1,1.827e-05,1.0,semi pearled dry farrow
shaved pecorino,1,1,1.827e-05,1.0,shaved pecorino
freshly ground black pepper q b,1,1,1.827e-05,1.0,freshly ground black pepper q b
tom tom or cherry tomatoes,1,1,1.827e-05,1.0,tom tom or cherry tomatoes
orange pekoe tea,1,1,1.827e-05,1.0,orange pekoe tea
brown rice spaghetti,1,1,1.827e-05,1.0,brown rice spaghetti
mayonnaise you know it sounds crazy,1,1,1.827e-05,1.0,mayonnaise you know it sounds crazy
low carb tortilla shells,1,1,1.827e-05,1.0,low carb tortilla shells
mixed gourmet mushroom blend,1,1,1.827e-05,1.0,mixed gourmet mushroom blend
container low sodium fat free chicken broth,1,1,1.827e-05,1.0,container low sodium fat free chicken broth
fregola,1,1,1.827e-05,1.0,fregola
clarified butter for cooking,1,1,1.827e-05,1.0,clarified butter for cooking
opal apples,1,1,1.827e-05,1.0,opal apples
apple bbq sauce,1,1,1.827e-05,1.0,apple bbq sauce
garnishes capers,1,1,1.827e-05,1.0,garnishes capers
rosemary hollandaise,1,1,1.827e-05,1.0,rosemary hollandaise
squares warm red pepper cornbread,1,1,1.827e-05,1.0,squares warm red pepper cornbread
kirbys or 2 small regular cucumbers,1,1,1.827e-05,1.0,kirbys or 2 small regular cucumbers
hamburg,1,1,1.827e-05,1.0,hamburg
tomoato sauce,1,1,1.827e-05,1.0,tomoato sauce
pie curst use your favorite crust recipe or one package refrigerated pie dough,1,1,1.827e-05,1.0,pie curst use your favorite crust recipe or one package refrigerated pie dough
about 12 tbs ice water,1,1,1.827e-05,1.0,about 12 tbs ice water
mountain dew soda,1,1,1.827e-05,1.0,mountain dew soda
whole granny smith apples,1,1,1.827e-05,1.0,whole granny smith apples
fried sage leaves,1,1,1.827e-05,1.0,fried sage leaves
pasta dough or 1 package no boil lasagna noodle,1,1,1.827e-05,1.0,pasta dough or 1 package no boil lasagna noodle
inch thick,1,1,1.827e-05,1.0,inch thick
about 1 2 c mozzarella,1,1,1.827e-05,1.0,about 1 2 c mozzarella
italian herb flavored tomato sauce,1,1,1.827e-05,1.0,italian herb flavored tomato sauce
handful of thai basil or regular basil,1,1,1.827e-05,1.0,handful of thai basil or regular basil
muir glen organic tomato sauce,1,1,1.827e-05,1.0,muir glen organic tomato sauce
box of angel hair pasta al dente,1,1,1.827e-05,1.0,box of angel hair pasta al dente
extra virgin olive oil for cooking the onions,1,1,1.827e-05,1.0,extra virgin olive oil for cooking the onions
rizzle of honey or a couple of pinches of sugar to balance the acid in the tomatoes,1,1,1.827e-05,1.0,rizzle of honey or a couple of pinches of sugar to balance the acid in the tomatoes
red wine i used a cabernet sauvignon use a wine that you d drink,1,1,1.827e-05,1.0,red wine i used a cabernet sauvignon use a wine that you d drink
juice from three limes,1,1,1.827e-05,1.0,juice from three limes
jalapeno chiled,1,1,1.827e-05,1.0,jalapeno chiled
and husked tomatillos,1,1,1.827e-05,1.0,and husked tomatillos
and half wholemeal flour and plain white flour,1,1,1.827e-05,1.0,and half wholemeal flour and plain white flour
mixed greens or lettuces,1,1,1.827e-05,1.0,mixed greens or lettuces
unpeeled yellow onions,1,1,1.827e-05,1.0,unpeeled yellow onions
zesty horseradish sauce,1,1,1.827e-05,1.0,zesty horseradish sauce
ca 75 g halbbitter kuverture,1,1,1.827e-05,1.0,ca 75 g halbbitter kuverture
50 g zucker,1,1,1.827e-05,1.0,50 g zucker
vollmilch schokolade,1,1,1.827e-05,1.0,vollmilch schokolade
thick applewood smoked bacon slices,1,1,1.827e-05,1.0,thick applewood smoked bacon slices
tl instant huhnerbouillon,1,1,1.827e-05,1.0,tl instant huhnerbouillon
topf kerbel,1,1,1.827e-05,1.0,topf kerbel
kurze nudeln,1,1,1.827e-05,1.0,kurze nudeln
bottle balsamic vinaigrette,1,1,1.827e-05,1.0,bottle balsamic vinaigrette
or 1 2 teaspoon tarragon,1,1,1.827e-05,1.0,or 1 2 teaspoon tarragon
crumbled feta with peppercorns,1,1,1.827e-05,1.0,crumbled feta with peppercorns
green and red belgian endive,1,1,1.827e-05,1.0,green and red belgian endive
large american shrimp,1,1,1.827e-05,1.0,large american shrimp
persian or japanese cucumbers,1,1,1.827e-05,1.0,persian or japanese cucumbers
heirloom baby carrots,1,1,1.827e-05,1.0,heirloom baby carrots
el ingwer,1,1,1.827e-05,1.0,el ingwer
blumenkohl,1,1,1.827e-05,1.0,blumenkohl
sultaninen,1,1,1.827e-05,1.0,sultaninen
limone,1,1,1.827e-05,1.0,limone
pt raspberries,1,1,1.827e-05,1.0,pt raspberries
bottle champagne or sparkling wine,1,1,1.827e-05,1.0,bottle champagne or sparkling wine
canned pitted small black olives,1,1,1.827e-05,1.0,canned pitted small black olives
basic red chile sauce,1,1,1.827e-05,1.0,basic red chile sauce
good quality gnocchi,1,1,1.827e-05,1.0,good quality gnocchi
sweet italian sausage with fennel,1,1,1.827e-05,1.0,sweet italian sausage with fennel
prosciutto di parma or prosciutto crudo,1,1,1.827e-05,1.0,prosciutto di parma or prosciutto crudo
brandy or vin santo,1,1,1.827e-05,1.0,brandy or vin santo
ed cremini mushrooms,1,1,1.827e-05,1.0,ed cremini mushrooms
tbs whole milk,1,1,1.827e-05,1.0,tbs whole milk
c gruyere,1,1,1.827e-05,1.0,c gruyere
tbs creme fraiche,1,1,1.827e-05,1.0,tbs creme fraiche
whole chestnuts in syrup,1,1,1.827e-05,1.0,whole chestnuts in syrup
chestnuts in syrup,1,1,1.827e-05,1.0,chestnuts in syrup
chestnut flour or all purpose flour,1,1,1.827e-05,1.0,chestnut flour or all purpose flour
thai bird chili,1,1,1.827e-05,1.0,thai bird chili
inch by 12 inch knob of turmeric,1,1,1.827e-05,1.0,inch by 12 inch knob of turmeric
ground toasted cardamom,1,1,1.827e-05,1.0,ground toasted cardamom
inch by 12 inch knob of ginger,1,1,1.827e-05,1.0,inch by 12 inch knob of ginger
the spice mixture,1,1,1.827e-05,1.0,the spice mixture
roll puff pastry,1,1,1.827e-05,1.0,roll puff pastry
water 1 1 2 cups,1,1,1.827e-05,1.0,water 1 1 2 cups
red chilli powder 3 4 tsp,1,1,1.827e-05,1.0,red chilli powder 3 4 tsp
mexican cinnamon sticks,1,1,1.827e-05,1.0,mexican cinnamon sticks
hot soba,1,1,1.827e-05,1.0,hot soba
pizza dough or 1 pound pizza dough,1,1,1.827e-05,1.0,pizza dough or 1 pound pizza dough
plum tomatoes or 1 can whole tomatoes in juice,1,1,1.827e-05,1.0,plum tomatoes or 1 can whole tomatoes in juice
all natural italian turkey sausages,1,1,1.827e-05,1.0,all natural italian turkey sausages
oz bpa free can white kidney beans,1,1,1.827e-05,1.0,oz bpa free can white kidney beans
reserved chicken breast from buttermilk chicken with cornbread and cucumber celery salad,1,1,1.827e-05,1.0,reserved chicken breast from buttermilk chicken with cornbread and cucumber celery salad
plus 2 teaspoons lime juice,1,1,1.827e-05,1.0,plus 2 teaspoons lime juice
corn kernels or corn,1,1,1.827e-05,1.0,corn kernels or corn
basil flavored olive oil,1,1,1.827e-05,1.0,basil flavored olive oil
wheatgrass juice,1,1,1.827e-05,1.0,wheatgrass juice
matcha tea powder,1,1,1.827e-05,1.0,matcha tea powder
baby spinach or mache,1,1,1.827e-05,1.0,baby spinach or mache
salt free southwest chipotle seasoning,1,1,1.827e-05,1.0,salt free southwest chipotle seasoning
pouches microwaveable garden vegetable rice,1,1,1.827e-05,1.0,pouches microwaveable garden vegetable rice
soya granules,1,1,1.827e-05,1.0,soya granules
bone in legs of lamb,1,1,1.827e-05,1.0,bone in legs of lamb
tarbais beans,1,1,1.827e-05,1.0,tarbais beans
bottles dry white wine,1,1,1.827e-05,1.0,bottles dry white wine
bone in pork loin,1,1,1.827e-05,1.0,bone in pork loin
peking ducks,1,1,1.827e-05,1.0,peking ducks
taco size low carb tortillas,1,1,1.827e-05,1.0,taco size low carb tortillas
fat free cream of chicken soup,1,1,1.827e-05,1.0,fat free cream of chicken soup
packet low sodium taco seasoning,1,1,1.827e-05,1.0,packet low sodium taco seasoning
or 1 teaspoon parsley,1,1,1.827e-05,1.0,or 1 teaspoon parsley
egg whites or egg whites from 18 large eggs,1,1,1.827e-05,1.0,egg whites or egg whites from 18 large eggs
leekstrimmed,1,1,1.827e-05,1.0,leekstrimmed
red wine vinegar or sherry vinegar,1,1,1.827e-05,1.0,red wine vinegar or sherry vinegar
farm egg,1,1,1.827e-05,1.0,farm egg
bird pepper,1,1,1.827e-05,1.0,bird pepper
baba ghanoush,1,1,1.827e-05,1.0,baba ghanoush
mild or hot curry paste,1,1,1.827e-05,1.0,mild or hot curry paste
slivered almonds or cashews,1,1,1.827e-05,1.0,slivered almonds or cashews
quart chicken or vegetable broth,1,1,1.827e-05,1.0,quart chicken or vegetable broth
tbs worcestershire sauce,1,1,1.827e-05,1.0,tbs worcestershire sauce
a pinch red pepper flakes,1,1,1.827e-05,1.0,a pinch red pepper flakes
patty pan,1,1,1.827e-05,1.0,patty pan
becel buttery taste margarine,1,1,1.827e-05,1.0,becel buttery taste margarine
steamed chestnuts,1,1,1.827e-05,1.0,steamed chestnuts
box focaccia stuffing,1,1,1.827e-05,1.0,box focaccia stuffing
batch quinoa oat crumble topping,1,1,1.827e-05,1.0,batch quinoa oat crumble topping
raw brown sugar,1,1,1.827e-05,1.0,raw brown sugar
cornstarch or arrowroot,1,1,1.827e-05,1.0,cornstarch or arrowroot
mamey coulis,1,1,1.827e-05,1.0,mamey coulis
achiote rub,1,1,1.827e-05,1.0,achiote rub
wish bone deluxe french dressing,1,1,1.827e-05,1.0,wish bone deluxe french dressing
etwas ingwer,1,1,1.827e-05,1.0,etwas ingwer
plus 2 tablespoons brut champagne,1,1,1.827e-05,1.0,plus 2 tablespoons brut champagne
milk chocolate shavings,1,1,1.827e-05,1.0,milk chocolate shavings
inch yellow or red seedless watermelon flesh,1,1,1.827e-05,1.0,inch yellow or red seedless watermelon flesh
or 4 small to medium heirloom tomatoes,1,1,1.827e-05,1.0,or 4 small to medium heirloom tomatoes
english or regular cucumber,1,1,1.827e-05,1.0,english or regular cucumber
knorr croutons met peterselie,1,1,1.827e-05,1.0,knorr croutons met peterselie
knorr kippenbouillon,1,1,1.827e-05,1.0,knorr kippenbouillon
fillet salmon,1,1,1.827e-05,1.0,fillet salmon
tbs canola or vegetable oil more if needed,1,1,1.827e-05,1.0,tbs canola or vegetable oil more if needed
thinly red radishes,1,1,1.827e-05,1.0,thinly red radishes
tbs chipotle tabasco sauce,1,1,1.827e-05,1.0,tbs chipotle tabasco sauce
quart chocolate yogurt,1,1,1.827e-05,1.0,quart chocolate yogurt
gallon vanilla yogurt,1,1,1.827e-05,1.0,gallon vanilla yogurt
whole small little gem lettuces or 4 hearts of romaine,1,1,1.827e-05,1.0,whole small little gem lettuces or 4 hearts of romaine
