left,right,support_left,support_right,cooccurrence,p_right_given_left,p_left_given_right,jaccard,lift
cumin seed,peanut oil,1361,930,17,0.01249082,0.01827957,0.00747581,0.81324611
cumin seed,sweet potatoes,1361,659,17,0.01249082,0.02579666,0.00848727,1.14767661
curry leaves,paprika,609,1778,17,0.02791461,0.0095613,0.007173,0.95063548
curry powder,rice vinegar,1003,2142,17,0.01694915,0.00793651,0.00543478,0.4791182
dijon mustard,french bread,1746,600,17,0.00973654,0.02833333,0.00729927,0.98257923
dijon mustard,lettuce,1746,611,17,0.00973654,0.02782324,0.00726496,0.96488959
dill,rosemary,879,1055,17,0.01934016,0.01611374,0.00886802,1.10999682
dry white wine,white onion,1165,1149,17,0.01459227,0.01479547,0.00740096,0.76898367
egg whites,onion powder,1346,1028,17,0.01263001,0.01653696,0.00721256,0.7439177
egg whites,peanuts,1346,1024,17,0.01263001,0.01660156,0.00722482,0.74682363
egg whites,shallots,1346,2528,17,0.01263001,0.00672468,0.00440757,0.30251084
egg yolks,oil,1025,3310,17,0.01658537,0.00513595,0.00393701,0.30339695
egg yolks,panko breadcrumbs,1025,2274,17,0.01658537,0.00747581,0.00517977,0.44162001
egg yolks,strawberry,1025,603,17,0.01658537,0.02819237,0.01055245,1.66541277
eggplant,garlic powder,551,2686,17,0.03085299,0.00632911,0.0052795,0.69551334
fennel seeds,flat leaf parsley,571,1635,17,0.02977233,0.01039755,0.0077661,1.1025777
fennel seeds,ground ginger,571,890,17,0.02977233,0.01910112,0.01177285,2.02552195
flat leaf parsley,ginger,1635,7018,17,0.01039755,0.00242234,0.0019685,0.08970816
flat leaf parsley,green beans,1635,781,17,0.01039755,0.02176697,0.00708629,0.80610994
flat leaf parsley,ground red pepper,1635,539,17,0.01039755,0.03153989,0.00788132,1.16803686
flat leaf parsley,hot sauce,1635,739,17,0.01039755,0.02300406,0.00721256,0.85192404
flour tortillas,parsley,1044,3492,17,0.01628352,0.00486827,0.00376189,0.28235035
french bread,orange juice,600,796,17,0.02833333,0.02135678,0.01232777,2.15525544
garam masala,mango,2179,531,17,0.00780174,0.03201507,0.00631266,0.88963389
garlic powder,lemon zest,2686,808,17,0.00632911,0.0210396,0.00488927,0.47429189
garlic powder,nutmeg,2686,649,17,0.00632911,0.02619414,0.00512357,0.59048975
garlic powder,white wine vinegar,2686,665,17,0.00632911,0.02556391,0.00509898,0.57628248
ginger root,orange juice,608,796,17,0.02796053,0.02135678,0.01225667,2.12689682
granulated sugar,ketchup,1732,858,17,0.00981524,0.01981352,0.00660707,0.69267242
granulated sugar,oyster sauce,1732,891,17,0.00981524,0.01907969,0.00652341,0.66701788
granulated sugar,sake,1732,668,17,0.00981524,0.0254491,0.00713386,0.88969002
greek yogurt,worcestershire sauce,1697,1109,17,0.01001768,0.01532913,0.00609537,0.54695259
green beans,tomato paste,781,1708,17,0.02176697,0.00995316,0.00687702,0.77165677
green bell pepper,hoisin sauce,1301,705,17,0.01306687,0.02411348,0.00854701,1.1222682
green bell pepper,roma tomatoes,1301,594,17,0.01306687,0.02861953,0.00905218,1.33198498
green bell pepper,white wine,1301,609,17,0.01306687,0.02791461,0.00898045,1.29917747
green onion,pecans,8103,534,17,0.00209799,0.03183521,0.00197216,0.23788988
green onion,spring onions,8103,752,17,0.00209799,0.02260638,0.00192351,0.16892712
green pepper,milk,546,3433,17,0.03113553,0.00495194,0.00429076,0.54915713
green pepper,rice vinegar,546,2142,17,0.03113553,0.00793651,0.00636466,0.88013838
green pepper,shrimp,546,1739,17,0.03113553,0.00977573,0.00749559,1.08410374
ground cinnamon,panko breadcrumbs,1606,2274,17,0.01058531,0.00747581,0.00440072,0.28185586
ground cinnamon,zucchini,1606,1537,17,0.01058531,0.01106051,0.00543826,0.4170073
ground coriander,nutmeg,1319,649,17,0.01288855,0.02619414,0.00871348,1.20246813
ground coriander,pork,1319,1109,17,0.01288855,0.01532913,0.00705102,0.70369867
ground cumin,sesame oil,4111,2978,17,0.00413525,0.00570853,0.00240385,0.08407965
ground ginger,ground red pepper,890,539,17,0.01910112,0.03153989,0.01203966,2.14577557
ground ginger,tomato sauce,890,1168,17,0.01910112,0.01455479,0.00832925,0.99021664
ground nutmeg,yellow onion,631,2303,17,0.02694136,0.00738168,0.00582791,0.70833675
ground red pepper,onion powder,539,1028,17,0.03153989,0.01653696,0.01096774,1.85772399
ground red pepper,shallots,539,2528,17,0.03153989,0.00672468,0.00557377,0.75543523
ground red pepper,smoked paprika,539,961,17,0.03153989,0.01768991,0.01146325,1.98724273
ground turmeric,sesame oil,1864,2978,17,0.00912017,0.00570853,0.00352332,0.18543532
heavy cream,red onion,1729,1162,17,0.00983227,0.01462995,0.0059151,0.51234435
heavy cream,yoghurt,1729,506,17,0.00983227,0.03359684,0.00766456,1.17656943
hoisin sauce,mushroom,705,1247,17,0.02411348,0.01363272,0.00878553,1.17086682
hoisin sauce,orange juice,705,796,17,0.02411348,0.02135678,0.01145553,1.83425995
hoisin sauce,shrimp,705,1739,17,0.02411348,0.00977573,0.00700453,0.83960375
honey,mustard seeds,2977,583,17,0.00571045,0.02915952,0.00479819,0.59308328
honey,peas,2977,961,17,0.00571045,0.01768991,0.00433563,0.35979974
hot sauce,quinoa,739,610,17,0.02300406,0.02786885,0.01276276,2.28343575
hot sauce,red wine vinegar,739,1419,17,0.02300406,0.01198027,0.00794021,0.98160381
hot sauce,romaine lettuce,739,589,17,0.02300406,0.02886248,0.0129672,2.36484857
italian seasoning,roma tomatoes,1134,594,17,0.01499118,0.02861953,0.00993571,1.5281415
italian seasoning,vegetable oil,1134,5198,17,0.01499118,0.00327049,0.002692,0.17462794
jalapeno chilies,orange juice,1861,796,17,0.00913487,0.02135678,0.00643939,0.69487011
jalapeno chilies,whole milk,1861,1012,17,0.00913487,0.01679842,0.00595238,0.54655791
lemon,peanut oil,2264,930,17,0.00750883,0.01827957,0.00535096,0.48888161
lemongrass,low sodium chicken broth,645,654,17,0.02635659,0.02599388,0.01326053,2.44020103
lemongrass,potato,645,1260,17,0.02635659,0.01349206,0.00900424,1.26658053
lemongrass,vegetable broth,645,631,17,0.02635659,0.02694136,0.01350278,2.52914655
lettuce,shrimp,611,1739,17,0.02782324,0.00977573,0.00728676,0.96877356
lettuce,worcestershire sauce,611,1109,17,0.02782324,0.01532913,0.00998238,1.51911381
light brown sugar,maple syrup,751,776,17,0.02263648,0.02190722,0.01125828,1.76628756
light brown sugar,shrimp,751,1739,17,0.02263648,0.00977573,0.00687424,0.78817662
light brown sugar,sweet potatoes,751,659,17,0.02263648,0.02579666,0.01220388,2.07987731
light soy sauce,sriracha,784,929,17,0.02168367,0.01829925,0.01002358,1.41329002
lime,mirin,3146,1013,17,0.00540369,0.01678184,0.0041043,0.32299433
lime juice,yoghurt,3816,506,17,0.00445493,0.03359684,0.0039489,0.53309448
lime wedges,orange juice,882,796,17,0.01927438,0.02135678,0.0102348,1.46616017
lime wedges,pasta,882,2765,17,0.01927438,0.00614828,0.0046832,0.42208445
lime wedges,smoked paprika,882,961,17,0.01927438,0.01768991,0.00930997,1.21442611
low sodium chicken broth,oyster sauce,654,891,17,0.02599388,0.01907969,0.01112565,1.76647549
mango,plain greek yogurt,531,1166,17,0.03201507,0.01457976,0.01011905,1.66253194
maple syrup,panko breadcrumbs,776,2274,17,0.02190722,0.00747581,0.00560501,0.5833254
maple syrup,red pepper flakes,776,2319,17,0.02190722,0.00733075,0.00552307,0.57200602
milk,plum tomatoes,3433,701,17,0.00495194,0.02425107,0.00412922,0.42773151
milk,sauce,3433,558,17,0.00495194,0.03046595,0.00427781,0.53734729
milk,sesame seeds,3433,997,17,0.00495194,0.01705115,0.00385225,0.30074202
mint,plum tomatoes,1236,701,17,0.01375405,0.02425107,0.00885417,1.18802774
mint,sauce,1236,558,17,0.01375405,0.03046595,0.00956669,1.49248646
mint,white sugar,1236,894,17,0.01375405,0.01901566,0.00804543,0.93155195
mirin,panko breadcrumbs,1013,2274,17,0.01678184,0.00747581,0.00519878,0.44685144
mirin,red chili peppers,1013,1212,17,0.01678184,0.0140264,0.00769928,0.83839949
mushroom,onion powder,1247,1028,17,0.01363272,0.01653696,0.00752879,0.80297773
mushroom,smoked paprika,1247,961,17,0.01363272,0.01768991,0.00775901,0.85896057
nutmeg,spanish onion,649,603,17,0.02619414,0.02819237,0.01376518,2.63027441
oil,peanut oil,3310,930,17,0.00513595,0.01827957,0.00402557,0.33438911
onion powder,rice,1028,1164,17,0.01653696,0.01460481,0.00781609,0.86023473
onion powder,shallots,1028,2528,17,0.01653696,0.00672468,0.00480362,0.39608909
orange,red pepper flakes,476,2319,17,0.03571429,0.00733075,0.00611951,0.93251401
orange,shallots,476,2528,17,0.03571429,0.00672468,0.00569133,0.8554193
orange juice,panko breadcrumbs,796,2274,17,0.02135678,0.00747581,0.00556829,0.56866898
orange juice,yellow onion,796,2303,17,0.02135678,0.00738168,0.0055159,0.56150815
oyster sauce,peas,891,961,17,0.01907969,0.01768991,0.00926431,1.20215918
oyster sauce,warm water,891,681,17,0.01907969,0.02496329,0.01093248,1.69643902
oyster sauce,white vinegar,891,557,17,0.01907969,0.03052065,0.0118798,2.07410228
paprika,quinoa,1778,610,17,0.0095613,0.02786885,0.00716997,0.94907706
parsley,sweet potatoes,3492,659,17,0.00486827,0.02579666,0.00411224,0.44730466
pasta,vegetable broth,2765,631,17,0.00614828,0.02694136,0.00503107,0.58998174
peanut oil,white vinegar,930,557,17,0.01827957,0.03052065,0.01156463,1.9871238
plain greek yogurt,shrimp,1166,1739,17,0.01457976,0.00977573,0.00588643,0.50765064
plain greek yogurt,sour cream,1166,2201,17,0.01457976,0.00772376,0.00507463,0.40109244
plain greek yogurt,sweet potatoes,1166,659,17,0.01457976,0.02579666,0.00940265,1.33961223
pork,spanish onion,1109,603,17,0.01532913,0.02819237,0.0100295,1.53926789
pork,warm water,1109,681,17,0.01532913,0.02496329,0.00958827,1.36296408
potato,white onion,1260,1149,17,0.01349206,0.01479547,0.00710702,0.71100474
potato,white wine vinegar,1260,665,17,0.01349206,0.02556391,0.00890985,1.22848789
red wine vinegar,spinach,1419,1122,17,0.01198027,0.01515152,0.00673534,0.64652871
sake,sauce,668,558,17,0.0254491,0.03046595,0.01406121,2.7615468
sauce,white onion,558,1149,17,0.03046595,0.01479547,0.01005917,1.60549457
sesame oil,turmeric,2978,1222,17,0.00570853,0.01391162,0.00406407,0.28285716
sesame seeds,shaoxing wine,997,632,17,0.01705115,0.02689873,0.01054591,1.63361921
smoked paprika,spinach,961,1122,17,0.01768991,0.01515152,0.00822846,0.95465582
spanish onion,white vinegar,603,557,17,0.02819237,0.03052065,0.01487314,3.0647183
sweet onion,tomato sauce,594,1168,17,0.02861953,0.01455479,0.00974212,1.48365793
sweet potatoes,thyme,659,2373,17,0.02579666,0.00716393,0.00563847,0.6582334
thyme,white sugar,2373,894,17,0.00716393,0.01901566,0.00523077,0.48520784
thyme leaves,vegetable oil,527,5198,17,0.03225806,0.00327049,0.00297828,0.37576487
thyme leaves,worcestershire sauce,527,1109,17,0.03225806,0.01532913,0.01050031,1.7612496
white vinegar,worcestershire sauce,557,1109,17,0.03052065,0.01532913,0.01030928,1.66638876
white wine,zucchini,609,1537,17,0.02791461,0.01106051,0.00798497,1.09969413
almonds,lime,650,3146,16,0.02461538,0.00508582,0.0042328,0.473764
almonds,lime juice,650,3816,16,0.02461538,0.00419287,0.00359551,0.39058216
almonds,pasta,650,2765,16,0.02461538,0.00578662,0.00470727,0.53904576
almonds,white sugar,650,894,16,0.02461538,0.01789709,0.0104712,1.66718293
almonds,yellow onion,650,2303,16,0.02461538,0.00694746,0.00544774,0.6471826
apple cider vinegar,garam masala,578,2179,16,0.02768166,0.00734282,0.00583729,0.76921733
apple cider vinegar,ground coriander,578,1319,16,0.02768166,0.0121304,0.00850611,1.27075403
avocado,bread,2466,623,16,0.00648824,0.02568218,0.00520664,0.63059861
avocado,maple syrup,2466,776,16,0.00648824,0.02061856,0.0049597,0.50626667
baby spinach,ground coriander,630,1319,16,0.02539683,0.0121304,0.00827729,1.1658664
baby spinach,lime juice,630,3816,16,0.02539683,0.00419287,0.00361174,0.4029816
bacon,cabbage,802,592,16,0.01995012,0.02702703,0.01161103,2.04050684
bacon,cider vinegar,802,537,16,0.01995012,0.02979516,0.01209373,2.2494973
bacon,lettuce,802,611,16,0.01995012,0.02618658,0.01145311,1.97705409
bacon,peas,802,961,16,0.01995012,0.01664932,0.00915856,1.25700317
baking powder,cumin,1637,1942,16,0.00977398,0.00823893,0.0044906,0.30474474
baking powder,ketchup,1637,858,16,0.00977398,0.01864802,0.00645422,0.68976025
baking powder,shaoxing wine,1637,632,16,0.00977398,0.02531646,0.00710164,0.93641502
baking soda,cayenne pepper,1065,1890,16,0.01502347,0.00846561,0.00544403,0.4813076
baking soda,green chilies,1065,1520,16,0.01502347,0.01052632,0.0062281,0.598468
baking soda,light soy sauce,1065,784,16,0.01502347,0.02040816,0.00872886,1.1602951
balsamic vinegar,bay leaves,1017,1181,16,0.01573255,0.01354784,0.00733272,0.8066094
balsamic vinegar,coarse salt,1017,1126,16,0.01573255,0.01420959,0.00752233,0.84600862
balsamic vinegar,spinach,1017,1122,16,0.01573255,0.01426025,0.0075365,0.84902469
balsamic vinegar,sweet onion,1017,594,16,0.01573255,0.02693603,0.01003135,1.6037133
bananas,cheese,530,15753,16,0.03018868,0.00101568,0.00098359,0.1160366
bananas,oil,530,3310,16,0.03018868,0.00483384,0.0041841,0.55224306
bananas,orange,530,476,16,0.03018868,0.03361345,0.01616162,3.84017758
basil,egg yolks,2827,1025,16,0.00565971,0.01560976,0.00417101,0.33433701
basil,ground nutmeg,2827,631,16,0.00565971,0.02535658,0.00464846,0.54309895
basil,peanut butter,2827,499,16,0.00565971,0.03206413,0.00483384,0.6867644
basil,sour cream,2827,2201,16,0.00565971,0.00726942,0.00319234,0.15569988
basil,sweet potatoes,2827,659,16,0.00565971,0.02427921,0.00461095,0.52002342
basil,thyme leaves,2827,527,16,0.00565971,0.03036053,0.00479329,0.65027597
basil leaves,fennel seeds,1356,571,16,0.01179941,0.02802102,0.00837258,1.25123341
basil leaves,spinach,1356,1122,16,0.01179941,0.01426025,0.00649878,0.63676852
bay leaf,capers,1227,612,16,0.01303993,0.02614379,0.00877674,1.29014388
bay leaf,roma tomatoes,1227,594,16,0.01303993,0.02693603,0.00886427,1.32923915
bay leaf,white wine vinegar,1227,665,16,0.01303993,0.02406015,0.00852878,1.18732038
bay leaves,black beans,1181,1555,16,0.01354784,0.01028939,0.00588235,0.52753811
bay leaves,dijon mustard,1181,1746,16,0.01354784,0.0091638,0.00549639,0.46982919
bay leaves,french bread,1181,600,16,0.01354784,0.02666667,0.00906516,1.36720294
bay leaves,greek yogurt,1181,1697,16,0.01354784,0.0094284,0.0055905,0.48339526
bay leaves,mustard seeds,1181,583,16,0.01354784,0.02744425,0.00915332,1.40706992
beef,coriander powder,2489,666,16,0.00642828,0.02402402,0.00509716,0.58443337
beef,cumin seed,2489,1361,16,0.00642828,0.01175606,0.00417319,0.28599017
beef,garlic paste,2489,543,16,0.00642828,0.02946593,0.00530504,0.71681883
beef,greek yogurt,2489,1697,16,0.00642828,0.0094284,0.00383693,0.22936513
bell pepper,corn kernels,699,535,16,0.02288984,0.02990654,0.01313629,2.59061677
bell pepper,ground turmeric,699,1864,16,0.02288984,0.00858369,0.0062819,0.74355149
bell pepper,lime wedges,699,882,16,0.02288984,0.01814059,0.01022364,1.57140586
bell pepper,mint,699,1236,16,0.02288984,0.01294498,0.00833768,1.12134302
bell pepper,romaine lettuce,699,589,16,0.02288984,0.02716469,0.01257862,2.35310691
bell pepper,shallots,699,2528,16,0.02288984,0.00632911,0.00498287,0.54825157
black olives,spinach,595,1122,16,0.02689076,0.01426025,0.00940623,1.4511901
black peppercorns,tomato paste,496,1708,16,0.03225806,0.00936768,0.00731261,1.14357483
black peppercorns,white onion,496,1149,16,0.03225806,0.01392515,0.00982198,1.69993543
bread,carrot,623,4669,16,0.02568218,0.00342686,0.0030326,0.33305979
bread,red bell pepper,623,2893,16,0.02568218,0.00553059,0.00457143,0.53752374
bread,strawberry,623,603,16,0.02568218,0.026534,0.01322314,2.57886597
broccoli,hoisin sauce,515,705,16,0.03106796,0.02269504,0.01328904,2.66831922
broccoli,spinach,515,1122,16,0.03106796,0.01426025,0.00987045,1.67661769
broccoli,spring onions,515,752,16,0.03106796,0.0212766,0.01278977,2.50154927
broccoli,turmeric,515,1222,16,0.03106796,0.01309329,0.00929692,1.53941493
brown sugar,chives,2788,1042,16,0.00573888,0.01535509,0.00419507,0.33348296
brown sugar,white wine vinegar,2788,665,16,0.00573888,0.02406015,0.00465522,0.52254021
butter,curry leaves,9765,609,16,0.0016385,0.02627258,0.0015447,0.16290882
buttermilk,cooking spray,531,2025,16,0.03013183,0.00790123,0.00629921,0.90097882
buttermilk,corn starch,531,2573,16,0.03013183,0.00621842,0.00518135,0.70908749
buttermilk,ginger,531,7018,16,0.03013183,0.00227985,0.00212399,0.2599718
buttermilk,heavy cream,531,1729,16,0.03013183,0.0092539,0.00713012,1.05522389
cabbage,cumin,592,1942,16,0.02702703,0.00823893,0.00635425,0.84268099
cabbage,paprika,592,1778,16,0.02702703,0.00899888,0.00679694,0.9204086
cabbage,peanut oil,592,930,16,0.02702703,0.0172043,0.01062417,1.75966289
cabbage,salt and pepper,592,1470,16,0.02702703,0.01088435,0.00782014,1.11325611
cabbage,zucchini,592,1537,16,0.02702703,0.01040989,0.00757217,1.06472771
canola oil,dry white wine,1935,1165,16,0.00826873,0.01373391,0.00518807,0.42976123
canola oil,walnuts,1935,495,16,0.00826873,0.03232323,0.006628,1.01145825
canola oil,white sugar,1935,894,16,0.00826873,0.01789709,0.00568788,0.56003561
capers,cucumber,612,1907,16,0.02614379,0.00839014,0.00639233,0.83010306
capers,garlic powder,612,2686,16,0.02614379,0.00595681,0.00487508,0.58935463
capers,potato,612,1260,16,0.02614379,0.01269841,0.00862069,1.25635439
capers,rosemary,612,1055,16,0.02614379,0.01516588,0.0096911,1.50048013
carrot,egg yolks,4669,1025,16,0.00342686,0.01560976,0.00281789,0.20243537
carrot,salsa,4669,1352,16,0.00342686,0.01183432,0.00266445,0.15347356
cauliflower,flat leaf parsley,629,1635,16,0.0254372,0.00978593,0.00711744,0.94203216
cayenne,greek yogurt,598,1697,16,0.02675585,0.0094284,0.00702062,0.95466523
cayenne,potato,598,1260,16,0.02675585,0.01269841,0.00868621,1.28576737
cayenne,red pepper,598,1751,16,0.02675585,0.00913764,0.00685812,0.92522381
cayenne,sweet potatoes,598,659,16,0.02675585,0.02427921,0.01289283,2.45837161
cayenne,tomato sauce,598,1168,16,0.02675585,0.01369863,0.00914286,1.38704357
cayenne pepper,granulated sugar,1890,1732,16,0.00846561,0.00923788,0.00443705,0.29595415
cayenne pepper,plum tomatoes,1890,701,16,0.00846561,0.02282454,0.00621359,0.73123052
celery,pecans,1507,534,16,0.01061712,0.02996255,0.00790123,1.20387008
celery,plum tomatoes,1507,701,16,0.01061712,0.02282454,0.00729927,0.91707079
celery,romaine lettuce,1507,589,16,0.01061712,0.02716469,0.00769231,1.09145437
cheese,cinnamon sticks,15753,580,16,0.00101568,0.02758621,0.00098057,0.10603344
cherry tomatoes,chicken broth,1076,1942,16,0.01486989,0.00823893,0.00532978,0.46363118
cherry tomatoes,cumin seed,1076,1361,16,0.01486989,0.01175606,0.00660884,0.66155161
cherry tomatoes,panko breadcrumbs,1076,2274,16,0.01486989,0.00703606,0.00479904,0.39594184
chicken broth,cucumber,1942,1907,16,0.00823893,0.00839014,0.00417428,0.26159787
chicken broth,light brown sugar,1942,751,16,0.00823893,0.02130493,0.00597684,0.6642705
chicken stock,chickpeas,1705,773,16,0.00938416,0.02069858,0.00649878,0.73507263
chicken stock,cold water,1705,513,16,0.00938416,0.03118908,0.00726612,1.10762406
chicken stock,orange,1705,476,16,0.00938416,0.03361345,0.0073903,1.19372089
chicken stock,roma tomatoes,1705,594,16,0.00938416,0.02693603,0.00700832,0.95658442
chicken stock,whole milk,1705,1012,16,0.00938416,0.01581028,0.00592373,0.56147346
chinese five spice powder,cucumber,663,1907,16,0.02413273,0.00839014,0.00626468,0.76624898
chinese five spice powder,granulated sugar,663,1732,16,0.02413273,0.00923788,0.00672551,0.84367021
